localizacion	titulo	descripcion	calif	precio	impuesto	noches	provincia	checkin	checkout
San Martín de los Andes	Cabañas de Alquiler Temporario	Casa o chalet entero, 2 dormitorios, 1 sala de estar, 2 baños, 1 cocina, 75m²	9,0	Precio $ 370.396	Incluye impuestos y cargos	14 noches, 2 adultos	Neuquen	2023-2-1	2023-2-15
San Martín de los Andes	Hotel Caupolican		8,7	Precio $ 281.377	+ $ 59.089 de impuestos y cargos	14 noches, 2 adultos	Neuquen	2023-2-1	2023-2-15
San Martín de los Andes	Alojamiento Los Huillines	Apartamento entero, 1 dormitorio, 1 sala de estar, 1 cocina, 40m²	8,7	Precio $ 345.703	Incluye impuestos y cargos	14 noches, 2 adultos	Neuquen	2023-2-1	2023-2-15
San Martín de los Andes	cabaña meliquina Minihouse	Chalet de montaña entero, 1 dormitorio, 1 baño, 1 cocina, 28m²	NA	Precio $ 283.970	+ $ 66.513 de impuestos y cargos	14 noches, 2 adultos	Neuquen	2023-2-1	2023-2-15
San Martín de los Andes	CASA MADRE	Casa o chalet entero, 2 dormitorios, 2 baños, 110m²	NA	Precio $ 488.923	Incluye impuestos y cargos	14 noches, 2 adultos	Neuquen	2023-2-1	2023-2-15
San Martín de los Andes	El Refugio Ski & Summer Lodge	Villa entera, 1 dormitorio, 1 sala de estar, 1 baño, 50m²	9,1	Precio original $ 581.003. Precio actual $ 348.602.	+ $ 73.207 de impuestos y cargos	14 noches, 2 adultos	Neuquen	2023-2-1	2023-2-15
San Martín de los Andes	Patagonia Plaza Hotel		7,9	Precio $ 775.461	+ $ 162.847 de impuestos y cargos	14 noches, 2 adultos	Neuquen	2023-2-1	2023-2-15
San Martín de los Andes	Hermoso departamento 2 ambientes con balcón! Drury	Apartamento entero, 1 dormitorio, 1 sala de estar, 1 baño, 1 cocina, 52m²	8,8	Precio $ 358.914	+ $ 75.372 de impuestos y cargos	14 noches, 2 adultos	Neuquen	2023-2-1	2023-2-15
San Martín de los Andes	Umain Plaza	Apartamento entero, 1 dormitorio, 1 sala de estar, 1 baño, 1 cocina, 62m²	NA	Precio $ 303.354	Incluye impuestos y cargos	14 noches, 2 adultos	Neuquen	2023-2-1	2023-2-15
San Martín de los Andes	Loi Suites Chapelco Hotel		8,5	Precio original $ 853.392. Precio actual $ 682.714.	+ $ 143.370 de impuestos y cargos	14 noches, 2 adultos	Neuquen	2023-2-1	2023-2-15
San Martín de los Andes	Escapadas a SMA	Apartamento entero, 1 dormitorio, 1 sala de estar, 1 baño, 1 cocina, 40m²	7,5	Precio $ 229.645	+ $ 48.226 de impuestos y cargos	14 noches, 2 adultos	Neuquen	2023-2-1	2023-2-15
San Martín de los Andes	Departamento Pileta climatizada	Apartamento entero, 1 dormitorio, 1 baño, 1 cocina, 60m²	9,2	Precio $ 419.782	+ $ 88.154 de impuestos y cargos	14 noches, 2 adultos	Neuquen	2023-2-1	2023-2-15
San Martín de los Andes	Las Vistas	Apartamento entero, 1 dormitorio, 1 sala de estar, 1 baño, 35m²	9,2	Precio $ 308.663	Incluye impuestos y cargos	14 noches, 2 adultos	Neuquen	2023-2-1	2023-2-15
San Martín de los Andes	Hermoso Eco Lodge		9,9	Precio $ 987.722	+ $ 207.422 de impuestos y cargos	14 noches, 2 adultos	Neuquen	2023-2-1	2023-2-15
San Martín de los Andes	Hostería El Arbol Duende		8,2	Precio $ 420.029	+ $ 88.206 de impuestos y cargos	14 noches, 2 adultos	Neuquen	2023-2-1	2023-2-15
